,BRIN,Schoolweging,KwaliteiOnderwijs,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4
266,09TG,33.5,0,0.039708988604470044,0.07295131091848653,0.026358027654397806,0.018188994267502673,0.028140075089426494
267,09UA,27.81,0,0.04087973109460841,0.0007905326297674295,0.16023490656302178,0.004637610018431194,0.0003985769781300012
268,09VH,29.14,5,0.0,0.03404403423555157,0.1963948659752199,0.0061542183432483875,0.012963101847558214
269,09WN,26.5,0,0.0046015429912698485,0.015465315407731597,0.1805169084439933,0.004964984835535849,4.661442790769451e-05
270,09XC,29.79,0,0.021394510883176718,0.10101814739333399,0.021835086899188876,0.004264033242603224,0.024367325810465666
271,09YI,28.77,0,0.024509114166109177,0.08440378932605824,0.01898726752488339,0.012374069863445707,0.01612913500763617
272,09YQ,29.31,2,0.0706804057261696,0.03969246941756688,0.008447274408183783,0.021880760947277346,0.018786933602687086
273,09ZG,25.62,4,0.0621545569776336,0.0049209582726732716,0.018001788855905154,0.020751468031473035,0.027234512938638877
274,09ZI,33.79,4,0.06320134907492854,0.0350691711827766,0.01263399606004289,0.03097614813031883,0.05842726814156759
275,09ZU,34.65,4,0.07165110061822243,0.05067605975036886,0.02646156473698113,0.018097321820264668,0.0184449161796955
276,10AS,27.64,4,0.09569797375535774,0.019281653698507307,0.0,0.010767754781799158,0.0
277,10BF,30.07,3,0.11198711218385492,0.002779121583971268,0.00786640574454774,0.0018306361237767474,0.0425275414238783
278,10CF,31.87,5,0.01998378039892167,0.0792104902113628,0.0,0.013844324060332513,0.03849623383003351
279,10CJ,32.95,4,0.12358406678430907,0.0,0.0,0.007103912541895581,0.0
280,10CO,32.27,0,0.04536629390131143,0.0476999635538493,0.010887514565281366,0.01699865135962175,0.05173007336311919
281,10CR,31.28,5,0.002009394002260361,0.006546536606647621,0.0,0.0011250914383542925,0.27798667840320823
282,10CY,27.16,5,0.014372733897458821,0.0,0.20601593477281277,0.0,0.028675078666375458
283,10DM,28.85,3,0.10744319125983917,0.023856343156100995,0.02608737516094546,0.0,0.01583173025696619
284,10DX,30.47,5,0.0,0.006389219210567056,0.22717654009159152,0.0,0.0
285,10EC,33.85,0,0.024080906690244985,0.0074114804862364355,0.1994510413202286,0.004594151324777542,0.005222951712576744
286,10EE,30.23,5,0.0711704808635685,0.0,0.16112995709282946,0.0,0.0
287,10EJ,29.59,4,0.04408263856474814,0.055009106176045035,0.030919008816368915,0.01074383208866734,0.042271811461266975
288,10EZ,37.62,0,0.02289770717495935,0.0760256287370554,0.01717040253992089,0.027109560432817058,0.04126191034245116
289,10FJ,29.84,0,0.04265760698306627,0.052060414286079784,0.0,0.03362137956292301,0.02307940020740618
290,10FY,30.65,0,0.08407906223704936,0.05163220396622519,0.0006300076913838257,0.02339636784782892,0.019533153828435585
291,10GR,26.33,5,0.02162992964159678,0.06430516301952172,0.030933353649997115,0.02588993005982056,0.03260192239798807
292,10GZ,30.13,5,0.027365162621310442,0.07463488289022495,0.03506987937104506,0.027645128362970322,0.04647965044005045
293,10HG,36.64,5,0.01939729352462165,0.08759134414355714,0.021942192083094742,0.00939401969862245,0.0382628125876149
294,10HM,33.01,0,0.01640665455971673,0.08703989881918486,0.04029662208866534,0.020829320104073876,0.03219053905716366
295,10MB,32.66,5,0.0003934801646328248,0.0,0.0,0.0,0.3212994694003389
296,10QX,32.89,1,0.0002423293716788796,0.15538005226203944,0.002610913586593265,0.004090444719763458,0.008790563174421815
297,10RL,29.35,5,0.0,0.03940884284905723,0.18003887297896792,0.0038031353458650784,0.02473509230890904
298,10RS,25.75,0,0.022378432865682037,0.08799663601158171,0.022652187533758743,0.012554320355071006,0.028974676718178622
299,10SO,30.99,5,0.0,0.15154073452297528,0.0,0.017815413321599857,0.017572374055578998
300,10SO,31.65,5,0.0,0.15154073452297528,0.0,0.017815413321599857,0.017572374055578998
301,10UK,37.88,0,0.026233253732918915,0.08793848479289373,0.01821775289811144,0.009680158604034468,0.042033896480347284
302,10UW,28.91,1,0.0,0.17521585916541213,0.0,0.029285277360400937,0.001056722066523529
303,10WI,27.35,1,0.0,0.19684901004462166,0.017595402501562326,0.00034845923799488716,0.0
304,10XS,31.52,5,0.0,0.0,0.0,0.011791578091704745,0.27030238726240946
305,10YH,26.56,4,0.03407883048350641,0.0,0.18712313742562775,0.01050685412513581,0.0
306,10ZN,34.37,3,0.13377237753131033,0.014522171044888043,0.0009028258642412061,0.012930103649684003,0.0
307,11AM,24.93,0,0.00724181722478514,0.00016255967580049936,0.22861364703157985,0.0,0.006318833895251902
308,11BF,31.45,1,0.0,0.15287021348296193,0.013433141666964656,0.019140867856293563,0.029695357775202515
309,11CB,33.18,0,0.08283759180577742,0.041144993562014565,0.0078736456498167,0.021182732523449953,0.023892391395883974
310,11CZ,31.4,0,0.03972124035243312,0.09631241238804025,0.03634850032273542,0.005842659870708664,0.011931704277373766
311,11GF,34.53,5,0.0,0.0,0.0,0.0,0.3080998674783005
312,11GH,30.27,1,0.0,0.17116067876807337,0.004836412031187879,0.009598841712957879,0.00973473776824404
313,11GK,28.64,0,0.0,0.006754800913923551,0.22671405952884405,0.0,0.009623508030983061
314,11HD,26.56,5,0.0,0.1838529686098477,0.0,0.005446584482572045,0.0
315,11HD,28.02,5,0.0,0.1838529686098477,0.0,0.005446584482572045,0.0
316,11HH,28.81,5,0.0,0.011327181921690936,0.20612780033948308,0.014444254736760196,0.005613682351201899
317,11HS,30.71,4,0.06029168756883614,0.03833619030984781,0.04263829333113191,0.013665014981134878,0.0632176533351237
318,11HS,29.8,4,0.06029168756883614,0.03833619030984781,0.04263829333113191,0.013665014981134878,0.0632176533351237
319,11IP,34.31,5,0.0,0.019951936450689253,0.20987988780126052,0.01583906931988266,0.005841193793689582
320,11JR,38.69,0,0.09390765441038815,0.026721048709785512,0.019920594507684044,0.015547060223612621,0.03212432345577847
321,11KN,34.07,4,0.10598874912925442,0.011359939558668281,0.023503154032458826,0.012339328996886797,0.0007892545169334382
322,11KQ,27.86,5,0.04469875406520687,0.0,0.18365522976069829,0.0,0.0
323,11LE,31.36,1,0.0,0.1768959273293589,0.023621952106406278,0.0,0.0
324,11LI,32.65,5,0.0,0.0,0.0,0.0,0.31300295694633057
325,11LL,35.56,5,0.0,0.019691635501988488,0.2114679317526591,0.013052565848003305,0.007003423706929008
326,11MC,32.06,0,0.02322687741767067,0.0981595811179252,0.00564884223693394,0.027667744386958126,0.026052830533550047
327,11MD,31.71,4,0.053353697017622305,0.05303209803232746,0.018473420159335174,0.012636179700548547,0.04522225680370907
328,11MW,32.83,0,0.0330159341057726,0.0771670321845339,0.028557022715093257,0.008415313544206939,0.020746950086794304
329,11OE,33.72,5,0.0,0.011951437463925794,0.0019526597247463363,0.01208359568243283,0.2643063733215344
330,11QU,29.88,5,0.018761602488199112,0.0007676311734577543,0.1930749137424955,0.0020324555659654163,0.0
331,11RJ,29.02,0,0.0,0.02227293697181608,0.21664293012580368,0.0,0.006803878063597681
332,11RO,27.9,0,0.09806100328287586,0.02748870764981112,0.008423830907386238,0.0021808971549126172,0.011078234628925683
333,11RR,37.67,4,0.10990493172626234,0.026772542623990526,0.005881798097787185,0.0006744312497118367,0.010125936711549394
334,11SK,24.21,4,0.044645486900723834,0.06030692942344033,0.03248720194420923,0.006621330944672089,0.04192784764412186
335,11SY,34.2,0,0.0,0.0,0.2279229377703721,0.0,0.0
336,11UO,28.22,0,0.0,0.016509888480531032,0.20310579158014597,0.002777685789533061,0.015527403119645173
337,11VZ,33.05,5,0.0,0.0,0.0,0.01019993137659764,0.30242628491050805
338,11XM,30.87,4,0.06658095910733106,0.04556085620012388,0.05538714589270683,0.005336269617623719,0.008496547982968073
339,11XQ,27.48,5,0.004770109573127755,0.01741017398775967,0.21288845790709227,0.0,0.0
340,11YE,30.34,0,0.019981687775892005,0.01208287178428488,0.1887349516616474,0.004494085320935254,0.0
341,11ZL,29.96,0,0.0,0.0,0.2339262188814864,0.0,0.0
342,11ZM,36.05,5,0.0,0.003146851848042741,0.000499722820023129,0.0,0.28692996202246
343,12AR,21.75,0,0.05738170879786099,0.04619118450440011,0.023741963968407446,0.03157118417296282,0.03231092844459757
344,12CK,30.67,5,0.03788626787521783,0.08548781940296771,0.006653319872665456,0.02419642634050822,0.023141668378808156
345,12DO,32.07,4,0.062068987598701296,0.07276213102044186,0.02574526384731127,0.0,0.015574554614931058
346,12EA,23.79,4,0.15169587664981557,0.0,0.0,0.0,0.0
347,12ED,33.39,0,0.06238427744979866,0.03295958406591873,0.011512744212429732,0.0,0.03956949858532732
348,12EF,27.67,4,0.055708082389947594,0.044577998127538584,0.020114001049892277,0.00769800323187483,0.02370586810732401
349,12EG,35.78,5,0.015363682336766677,0.06711562051229536,0.028741149922891972,0.06072931447289993,0.05039630275471256
350,12ES,29.41,0,0.07243549395346975,0.04636871115682528,0.015898816850984404,0.02341159109407716,0.022918884834452275
351,12EY,29.5,4,0.0999006942812759,0.021359110746676974,0.02816411428034748,0.0048769792628850115,0.00013066041815553833
352,12EZ,30.11,0,0.08353549805284852,0.0442748633797574,0.020374374321629144,0.0,0.02486659958568743
353,12FF,32.22,5,0.0268402580757718,0.005227319229459081,0.1733225769140317,0.0057736706596078794,0.0
354,12FL,25.93,3,0.0907958634400437,0.027379198055418802,0.006072305197659468,0.0033625229783581225,0.013996752598118131
355,12HC,31.53,5,0.09970481041443102,0.005099516206775797,0.012905248212096074,0.01929521906467294,0.03712250872023254
356,12HM,30.27,0,0.06498242314334733,0.03762039593222458,0.009244291126195672,0.023176828125592366,0.017229529705837666
357,12HZ,28.3,5,0.07444651573941476,0.04265703224985093,0.015093768913558315,0.0,0.019829809060547154
358,12IY,34.61,5,0.0,0.0,0.0,0.0,0.3235835815266933
359,12JX,36.63,5,0.042404361491066855,0.06123892935285217,0.03472083541946636,0.02254126007928412,0.029776464479967377
360,12JY,32.22,0,0.022966985990529203,0.09353522956506988,0.009413009197890544,0.005704068088879813,0.02331055133614718
361,12LT,30.05,0,0.11309454949071102,0.0,0.0,0.011162044257027125,0.032959965073370685
362,12MN,30.46,5,0.01258500127420713,0.11361996217442094,0.013353401939253098,0.019859097991705536,0.049204485978320375
363,12MS,29.17,4,0.07631467844653521,0.04896864248638312,0.04005701549109942,0.0,0.011311069696982347
364,12MT,36.63,5,0.0,0.005536413532324912,0.0013886936449838756,0.018787904938811655,0.26527071201715113
365,12NU,29.36,0,0.0010411576792446464,0.14372225532089525,0.010227680120676878,0.0023810621164075917,0.018409458848223585
366,12NX,35.52,5,0.0,0.0,0.0,0.0,0.31393982579343194
367,12PA,28.25,0,0.05822930219089618,0.051055434291899404,0.020655950791628328,0.007840307348005164,0.03822381801560633
368,12PC,29.97,0,0.04438897941827668,0.05576300391870142,0.033310081806155044,0.021515543389606248,0.01900075137793287
369,12PM,34.43,4,0.05189910357268678,0.0,0.16908480805887144,0.0,0.0
370,12PY,36.21,0,0.023280784275931457,0.09371403516931175,0.02366881550614412,0.0,0.037320727433004804
371,12QA,34.5,0,0.046828411197815355,0.048718779667929535,0.07734494648707586,0.006515446339427278,0.013479136322961166
372,12QC,26.82,5,0.0782272191206544,0.0,0.12689297889641982,0.007247483072326081,0.0
373,12QD,30.86,0,0.00413549262331475,0.020030424942505006,0.1929179583440544,0.00420391339303792,0.010790806953896918
374,12RI,35.81,5,0.061665251321534595,0.0052764347056826815,0.13442009257358423,0.01898074723588157,0.006037362313538892
375,12SM,31.7,0,0.11776359363539743,0.017709137266363282,0.004842633540935818,0.009931660467272256,0.005387956328090287
376,12TB,32.46,5,0.006096713448183514,0.0,0.2241963302809503,0.0,0.0
377,12TE,28.33,5,0.0,0.015461421281486174,0.2137528168847937,0.0,0.0033234363895580433
378,12TO,32.24,0,0.09022746044206391,0.03688245577838579,0.011336975577010792,0.007686900526871408,0.01849644254064153
379,12TR,33.82,5,0.004609005805684626,0.11764670983596817,0.006751100057438256,0.04201169557128598,0.04289286390370241
380,12UA,33.53,0,0.1161552133628808,0.01017995337036421,0.0,0.007595042386747129,0.001148099298680497
381,12UZ,36.33,0,0.04505147144519905,0.055674925060056016,0.049736139512368126,0.0005741708692106088,0.028011218305908366
382,12VF,29.62,5,0.0,0.0060723147049079095,0.23111764954340183,0.0,0.0
383,12VV,30.95,4,0.11681346479326324,0.010083197895854573,0.016009061134774096,0.005870971720352733,0.0007366829577069974
384,12WE,36.3,5,0.015807263332403693,0.03401935497002822,0.12444979505383152,0.031239711563636564,0.009627455135218121
385,12WN,28.88,4,0.029783170288386233,0.00183307364067009,0.15887059868801306,0.027193826078963132,0.002922273779361668
386,12WT,35.61,5,0.044181763815157545,0.04646737984526643,0.0,0.03212931298984629,0.02806643318213377
387,12WU,29.62,5,0.015179711008663535,0.006815546887089645,0.20299752483640907,0.0,0.0
388,12XY,29.32,0,0.015056052028107511,0.10192095570285459,0.04454949041028447,0.017604267994797636,0.035672770851044915
389,13AO,32.08,0,0.024569565783056784,0.06652834487725791,0.04604182028467661,0.02428961053710628,0.03642525482761506
390,13AQ,36.0,5,0.017983248747970956,0.09865702699817143,0.027009971870702438,0.024534268602670273,0.032703787728484694
391,13AT,26.95,0,0.05273996539104879,0.06094863542887224,0.026692529985302808,0.012749313142273825,0.03293051873844673
392,13BE,31.44,0,0.0,0.021086718005238276,0.20395825012483612,0.0,0.020482760505821124
393,13BQ,33.49,3,0.14507296895772523,0.0,0.0,0.0,0.0
394,13BR,30.75,5,0.02511440782236435,0.08665361901999989,0.012053060840874217,0.030871292300087977,0.026798586876636908
395,13BU,31.7,5,0.0,0.03565855929206862,0.0,0.01566672322304822,0.23261549750667967
396,13CV,27.81,0,0.12265783625661482,0.006433405495934072,0.0,0.029769822270411306,0.004824195075645973
397,13CY,28.48,5,0.0,0.0,0.0016669639536687647,0.025389173078353294,0.27367691339940575
398,13DS,29.03,1,0.011755809337116223,0.13421625092865133,0.00040516666664655316,0.03260856422320836,0.0
399,13ED,31.6,4,0.05321172054206738,0.05404106037841744,0.013881776714164828,0.011389661904885768,0.032820169220256136
400,13FI,31.41,5,0.01617179372119356,0.0,0.1876540341856579,0.00920528157137986,0.0
401,13FM,27.95,0,0.05776323853388353,0.04985810939830958,0.024284802129075692,0.010989539267820723,0.015218832552573926
402,13FW,31.93,4,0.056373441000687016,0.026275763248899277,0.028384944245193736,0.0006480865294077499,0.06583886178063283
403,13GC,29.53,5,0.0,0.02138955542783844,0.20584777753124514,0.004128635489506141,0.006252525033281737
404,13GW,33.32,0,0.02638972997929019,0.09384752044577319,0.022731101833495342,0.0033252583233767345,0.022480265957721495
405,13IP,34.15,0,0.09745623610377122,0.030324039826044383,0.011152784555297902,0.016680163651622303,0.009561718346884577
406,13JH,29.98,1,0.009742971805645815,0.18136833808987027,0.02464867681757325,0.0,0.0
407,13JJ,29.11,0,0.0,0.017879855367751232,0.20713646600715171,0.0,0.014369551692089635
408,13JJ,27.67,0,0.0,0.017879855367751232,0.20713646600715171,0.0,0.014369551692089635
409,13JJ,31.13,0,0.0,0.017879855367751232,0.20713646600715171,0.0,0.014369551692089635
410,13KB,31.35,5,0.04209308276165619,0.0,0.1971574643169671,0.0,0.0
411,13KR,28.88,5,0.0,0.0004068491455946585,0.23022263531391984,0.0,0.0
412,13LB,37.05,5,0.04604541950273559,0.05410057717511226,0.024516792275373022,0.04918067174429563,0.03072232624522944
413,13MB,31.02,0,0.03473635981396038,0.04979889855988439,0.005200281482165357,0.005191648441939778,0.08813848753204344
414,13MM,28.94,5,0.028907816418483306,0.06734289054578399,0.0008301131154622883,0.008903377135887566,0.039301316729650364
415,13NH,30.06,0,0.0,0.017926463563039053,0.21609413965975494,0.0,0.00040163298865285145
416,13PG,33.64,4,0.09649073673595536,0.04884213801812797,0.026107039312531645,0.0027529033896393834,0.00654271163954348
417,13QG,31.84,4,0.05390113427367461,0.0,0.1541850060250134,0.008495617476293706,0.0
418,13QN,31.94,0,0.0,0.04984788717702726,0.13907719120805798,0.0023592064059002036,0.05553575941313409
419,13QV,32.83,5,0.045353713042860636,0.0,0.1562419240994742,0.007266405138470264,0.015998836933288556
420,13RI,36.48,1,0.0,0.16526712694056706,0.012853845979223722,0.01800061332630055,0.008919679357249315
421,13RY,28.56,4,0.05997271149053088,0.0,0.1441186797910258,0.0057657390740910985,0.0
422,13SQ,31.09,0,0.02282301894886646,0.0781289595493132,0.03101480399172251,0.005667574572633824,0.03646634094296356
423,13TB,35.87,0,0.10470400269908257,0.011199952419918098,0.01637009544169155,0.0,0.02836301795321603
424,13TR,30.4,0,0.04057384829200969,0.059887525452858345,0.015416097227148918,0.03487106203455058,0.0356885258736255
425,13UE,30.75,0,0.02932041045956401,0.05712591819126543,0.02657767373957646,0.017760961762711816,0.03793481764753339
426,13VS,25.81,0,0.0,0.02033893756320064,0.21241319558729208,0.008720021336943436,0.004903983031049463
427,13WR,35.23,5,0.0,0.0,0.0,0.0,0.32681750868514736
428,13XE,32.07,0,0.0,0.0046015770507446705,0.2268761878781056,0.004872534029664359,0.0
429,13XN,31.35,5,0.05350193065372382,0.059188013830958286,0.004477037851448531,0.009642546587398427,0.04457555604792912
430,13XX,27.14,0,0.06261721609688983,0.03975598617424379,0.014815945586734361,0.027213356678426993,0.04564581602596504
431,13YD,35.46,5,0.0014068552841368029,0.12060937484656721,0.0012838771932392756,0.04388593710431667,0.025386665914839734
432,13YH,27.5,4,0.10155298673652983,0.025828742751812975,0.007297708763945,0.0064186176010024715,0.0
433,13YW,33.66,4,0.06758517790811301,0.06004172056151627,0.02664663739785526,0.017731308047018092,0.016176258380380688
434,13YX,33.66,5,0.10287686284609375,0.020503608703268023,0.0165802998056349,0.0016719899172750864,0.009488304402759216
435,13ZB,31.91,0,0.11903503986692893,0.019221826385306857,0.005135090328900271,0.006850797753781273,0.010609544153131659
436,13ZS,33.61,5,0.0033128868556748657,0.018701739136475333,0.0033981338436481897,0.0,0.2396011523782672
437,13ZY,33.77,0,0.027436690777012364,0.08522708171849916,0.055307144500742395,0.026710007185391356,0.01471525951654594
438,14AG,28.0,5,0.05603320453481854,0.009123072875773094,0.15696473138248482,0.00539605123389862,0.009674081663888012
439,14AI,37.51,0,0.047517094066071894,0.0,0.18399369556710843,0.0035601370242485803,0.0
440,14AL,33.42,0,0.0,0.0,0.23494342277943595,0.0,0.0
441,14DJ,31.17,1,0.0,0.17700431776259476,0.011854903846691066,0.0,0.0
442,14DZ,36.39,5,0.0,0.0,0.1954343061550482,0.0,0.04034786223189384
443,14EW,33.36,1,0.005271014692384013,0.17968033965502814,0.01832049887935729,0.0,0.0
444,14FC,36.7,0,0.061511195928412477,0.04857302255961424,0.021102769540277823,0.004239959657658847,0.02314047168385005
445,14FD,26.91,0,0.11838687372738387,0.012581126699553186,0.0,0.0072230029046430185,0.008280182161039503
446,14FR,28.98,1,0.0,0.18536487037631874,0.0,0.0,0.009341257983361025
447,14FU,34.16,5,0.030390620652334478,0.053504893530382014,0.01792409373675607,0.0280384853277376,0.04285675752900502
448,14GL,36.63,5,0.008012409736489508,0.10433348897106491,0.005785942728920349,0.01513385202858506,0.03587216941873692
449,14GR,35.27,5,0.0,0.012866686818879605,0.0003292273889829696,0.00461535695973569,0.24079405579367238
450,14HD,29.55,5,0.02907937863195224,0.0,0.17857325169701443,0.01145399991226827,0.0041556987643498805
451,14HR,33.0,1,0.008953912417147353,0.14219923437488033,0.0,0.02046734154347243,0.01646926438477821
452,14HT,36.82,5,0.0061370560049033495,0.0,0.0,0.003394239375822129,0.25370693651587567
453,14HZ,30.94,0,0.12345760739902421,0.020695840389531556,0.0,0.005468054339884809,0.009417615830060382
454,14JK,35.4,3,0.12119921361773334,0.017305368737316012,0.0002906828917097379,0.007488421640816818,0.0
455,14KG,37.41,5,0.0,0.02491232784470019,0.0029881637092671544,0.004164911081131672,0.24498502975819286
456,14LQ,35.96,5,0.026706882241216447,0.06124669776718625,0.009106783406414775,0.03633548133310163,0.041556664846360114
457,14LR,37.5,0,0.014573509132563498,0.050606796723493205,0.023789582586000498,0.06633225210550364,0.04356903029832588
458,14MR,29.57,5,0.0,0.01658858251479346,0.2164286705070223,0.006229145813164763,0.002471978851368509
459,14MT,37.87,5,0.004183243868118891,0.15484013597545368,0.025920593696510667,0.012315450393180953,0.0
460,14PU,31.96,0,0.0329199666673266,0.0,0.1906569711947908,0.0,0.0
461,14QA,29.36,5,0.0033513840960025425,0.0022141183261080834,0.2257274836661104,0.0,0.0
462,14XR,34.57,0,0.06718658546849403,0.051135461404228234,0.028458012613365526,0.010075435161545458,0.029591820429465482
463,14YB,27.52,0,0.0336520764536891,0.060867912805233515,0.012528179078571343,0.013755511005780418,0.06958293260664078
464,14YX,33.63,5,0.021867643726732243,0.0026191413371477344,0.21170454193215482,0.0,0.009194594526195542
465,14ZA,29.08,0,0.0018147776826704955,0.0,0.22978637122289708,0.0,0.0
466,14ZS,32.49,0,0.05134832483679122,0.05083130856923751,0.01153736109155641,0.02313834096260578,0.05186801132840113
467,15AN,36.49,5,0.000271830546582379,0.11321892990422046,0.011439385476983291,0.05582286532957912,0.025595664131909283
468,15AP,25.17,3,0.13774360475693226,0.0,0.013140781593560186,0.010810913204983601,0.0
469,15AS,32.71,0,0.06200471931086077,0.04194412714563569,0.043465384461917146,0.006766431068083132,0.019922743810457045
470,15BI,29.68,0,0.028080638249188276,0.14746637990919975,0.01888565161386895,0.008910880642574651,0.003394746786703537
471,15BP,32.96,5,0.022758365384263027,0.04862259346037893,0.004516909138256491,0.03742109672746272,0.034929283247143644
472,15BR,37.66,4,0.02581628889907401,0.01458457489451142,0.19883203012818368,0.0,0.003945150630832627
473,15BR,30.96,4,0.02581628889907401,0.01458457489451142,0.19883203012818368,0.0,0.003945150630832627
474,15BT,31.15,1,0.0,0.16896808686816253,0.001823688059599381,0.008564670187154632,0.0
475,15CO,33.12,0,0.10947771284366899,0.008106278970080063,0.018429215788121674,0.01861634592375362,0.010778342171106637
476,15DK,37.93,5,0.0,0.007486458752537825,0.0,0.0,0.277310311316868
477,15DQ,32.12,3,0.15511302207567376,0.0,0.0,0.0,0.0
478,15EQ,38.64,5,0.04107140870403129,0.0,0.1852011193862775,0.0035485508462622497,0.0
479,15FU,30.8,5,0.0,0.010201086636179042,0.009643212058159448,0.0,0.2678658377548791
480,15FZ,36.01,3,0.12993611896676524,0.002936444277186316,0.0,0.0,0.009042406881816544
481,15GH,30.4,5,0.00029617151226003546,0.0014264004380468015,0.006190910422222059,0.005772450126963485,0.31507291147034366
482,15HB,31.71,5,0.0,0.02487820783511034,0.2139121606971121,0.0021800613283688977,0.010714338758295206
483,15HW,36.91,5,0.0,0.0,0.0,0.0,0.3358858890696709
484,15IR,34.07,3,0.13982544115746737,0.006184413708071117,0.005219546319322737,0.0,0.016323318415836074
485,15JW,31.28,0,0.030166197756871734,0.07680908551267868,0.009879454378875406,0.012490347024879306,0.028539229033945644
486,15JZ,30.5,1,0.0019997046315145864,0.16670819979909976,0.00028556725345667223,0.007456302777034502,0.012361417668108778
487,15KE,32.43,0,0.1287828758697594,0.007668019277437286,0.0,0.0,0.0
488,15KJ,37.63,0,0.006171789568947316,0.009049137897409758,0.009252362937723711,0.009492464427474125,0.2347622817003745
489,15KW,29.68,0,0.042454467652724925,0.08776152527189823,0.03832780271512839,0.0037971714665534792,0.017140672443874058
490,15LA,35.72,5,0.0,0.035118011945461394,0.008654018256064475,0.007622721809859611,0.21551891854832342
491,15LC,36.86,5,0.0,0.003783386188989632,0.0014264399570678783,0.0035355713441209673,0.2787177536231957
492,15LV,31.18,5,0.007981073258972656,0.008311201879286727,0.21507495014746997,0.0,0.006728589185141699
493,15LV,31.54,5,0.007981073258972656,0.008311201879286727,0.21507495014746997,0.0,0.006728589185141699
494,15LX,33.97,2,0.0,0.0,0.21889120232758028,0.019132190841920783,0.023521983285636403
495,15MH,27.97,1,0.0,0.18146900579376088,0.015268771703882727,0.0,0.0
496,15MP,25.72,5,0.0,0.02854142811415818,0.21400398630908632,0.0032205440319329924,0.010222758412846839
497,15MU,31.12,4,0.04863556004591193,0.06898272011932037,0.04035857061277723,0.008438469532689362,0.011527511574928281
498,15NJ,24.82,5,0.039049308969498396,0.10010402949070561,0.01735634593554477,0.0,0.02492355310124242
499,15PJ,36.64,4,0.05798106377113937,0.06932829493446777,0.03104342849375337,0.0,0.06245648352713339
500,15PJ,34.71,4,0.05798106377113937,0.06932829493446777,0.03104342849375337,0.0,0.06245648352713339
501,15PX,38.0,5,0.0,0.01735342136785939,0.2257526622737061,0.0,3.939659895516241e-05
502,15QG,31.84,5,0.04519652175288072,0.0,0.17938541942556452,0.0,0.0
503,15QM,26.55,0,0.0,0.008379132493465597,0.2251051676555756,0.0,0.0
504,15RJ,33.34,0,0.04422099946091728,0.06279548133398949,0.04632492961494103,0.014767854906009105,0.018124488884627366
505,15RL,37.17,5,0.0,0.0,0.0,0.0,0.2574831989208744
506,15RP,36.14,5,0.0,0.0,0.0,0.0021795498772379167,0.33666252059589996
507,15RT,33.23,5,0.070353636130562,0.05317561723836678,0.00810655228314417,0.0053668786716303705,0.019307436406747886
508,15SZ,33.58,0,0.06026901284020409,0.0,0.164813102316659,0.0,0.0
509,15UC,35.94,4,0.04492813604198978,0.06204288997517554,0.03411515614812012,0.003679069121996805,0.0418910177550248
510,15UP,31.86,1,0.0,0.17216357368938084,0.02070357091387051,0.0,0.0
511,15UW,36.86,0,0.07583580157774587,0.047429640414525534,0.00614693938853067,0.012109099506564186,0.02521628059737611
512,15VN,35.67,1,0.004292917658315231,0.16658451248214615,0.01675683200107132,0.009731247435277117,0.006055588473628059
513,15WT,38.37,5,0.0,0.0,0.0,0.0,0.315938585323747
514,15WW,37.44,5,0.0,0.004119775724363056,0.004635041774171047,0.004917712987942472,0.2501567361923045
515,15XK,22.35,3,0.07257836126470257,0.0,0.1587909582263181,0.0,0.0
516,15YD,35.66,5,0.0,0.0,0.0,0.0,0.31942240653771703
517,15YG,26.45,0,0.005799825731522269,0.025978350035469985,0.19795839278451405,0.0006876265739264114,0.002259969131217707
518,15YJ,29.88,5,0.03485540283872862,0.0,0.056989535734826464,0.018834622602837286,0.03406114022756436
519,15YO,29.48,0,0.002402805602609829,0.0023597574815674076,0.22502193913309693,0.0,0.009807377567822616
520,15YR,29.97,0,0.057159345677838265,0.05956261541384276,0.014558245413792803,0.017445258752628565,0.02374718293127626
521,15YR,27.88,0,0.057159345677838265,0.05956261541384276,0.014558245413792803,0.017445258752628565,0.02374718293127626
522,15ZC,28.94,5,0.010848869238665956,0.0,0.0,0.004672918715506963,0.2738943862394855
523,15ZD,35.39,5,0.036641457186157626,0.05691202796462339,0.01212498209251108,0.016169942882036718,0.031903210185423525
524,16AF,27.53,0,0.013358857675078285,0.00033560355109022,0.1932335275444195,0.014031605672036117,0.0
525,16BD,28.72,3,0.1446408960862958,0.0,0.0,0.0,0.0
526,16BL,29.81,4,0.07819057269414278,0.0352953917645592,0.025703116353368295,0.0196852529555288,0.021916419917458428
527,16BL,33.71,4,0.07819057269414278,0.0352953917645592,0.025703116353368295,0.0196852529555288,0.021916419917458428
528,16BO,26.5,5,0.0034679901575202913,0.0,0.20209400926198934,0.0024971865726856166,0.004077598505209601
529,16BO,29.72,5,0.0034679901575202913,0.0,0.20209400926198934,0.0024971865726856166,0.004077598505209601
530,16BZ,36.82,5,0.04500618622876845,0.06177458966924417,0.019790158548991674,0.016402158863321362,0.03715265954028865
531,16CA,37.05,4,0.029972235868156043,0.012622840264515595,0.12114414308559844,0.012192965250077641,0.040647522214846896
532,16CC,35.76,3,0.1404992373320703,0.003775763822438903,0.0,0.0,0.009867434829728723
533,16CI,37.41,1,0.0,0.17648143373957204,0.002725493740428228,0.0,0.008009669167685963
